Title,Type,Price,Score,Link
Vivienda Turística Colon,Apartamento de 2 dormitorios,2112000,"8,2",https://www.booking.com/hotel/co/apartamentos-colon.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=157&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592637&all_sr_blocks=613456602_335423176_4_0_0&highlighted_blocks=613456602_335423176_4_0_0&matching_block_id=613456602_335423176_4_0_0&sr_pri_blocks=613456602_335423176_4_0_0__211200000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Olas Del Caribe,Habitación cuádruple,1800000,"8,5",https://www.booking.com/hotel/co/olas-del-caribe.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=158&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592637&all_sr_blocks=328460804_271830644_3_0_0&highlighted_blocks=328460804_271830644_3_0_0&matching_block_id=328460804_271830644_3_0_0&sr_pri_blocks=328460804_271830644_3_0_0__180000000&from=searchresults#hotelTmpl
Hotel Portofino,Habitación Triple Estándar ,3651000,"6,4",https://www.booking.com/hotel/co/portofino-el-cove.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=159&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592637&all_sr_blocks=231041102_342043707_3_1_0&highlighted_blocks=231041102_342043707_3_1_0&matching_block_id=231041102_342043707_3_1_0&sr_pri_blocks=231041102_342043707_3_1_0__365100000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Fuentes House,Apartamento - Planta baja,2100000,"9,0",https://www.booking.com/hotel/co/fuentes-house.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=160&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592637&all_sr_blocks=170900802_337632524_4_0_0&highlighted_blocks=170900802_337632524_4_0_0&matching_block_id=170900802_337632524_4_0_0&sr_pri_blocks=170900802_337632524_4_0_0__210000000&from=searchresults#hotelTmpl
Apartamento Familiar con Vista al Mar en San Andres,Apartamento de 2 dormitorios,6480000,"8,0",https://www.booking.com/hotel/co/apartamento-familiar-san-andres-san-andres.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=161&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592637&all_sr_blocks=420310001_291372429_0_0_0&highlighted_blocks=420310001_291372429_0_0_0&matching_block_id=420310001_291372429_0_0_0&sr_pri_blocks=420310001_291372429_0_0_0__648000000&from=searchresults#hotelTmpl
Apartamento Familiar San Andres Islas Colombia,Apartamento de 3 dormitorios,8064000,Sin puntos,https://www.booking.com/hotel/co/apartamento-familiar-san-andres-i.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=162&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592637&all_sr_blocks=420309001_285707879_0_0_0&highlighted_blocks=420309001_285707879_0_0_0&matching_block_id=420309001_285707879_0_0_0&sr_pri_blocks=420309001_285707879_0_0_0__806400000&from=searchresults#hotelTmpl
Apartamento Duplex Mora Downtown,Apartamento Dúplex,4900000,"7,8",https://www.booking.com/hotel/co/apartamento-duplex-mora-downtown.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=163&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592637&all_sr_blocks=177598601_287863325_4_0_0&highlighted_blocks=177598601_287863325_4_0_0&matching_block_id=177598601_287863325_4_0_0&sr_pri_blocks=177598601_287863325_4_0_0__490000000&from=searchresults#hotelTmpl
Apartamento duplex cerca a la playa,Apartamento Dúplex,3135000,"8,6",https://www.booking.com/hotel/co/apartamento-duplex-cerca-a-la-playa.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=164&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592637&all_sr_blocks=721831701_332168849_3_0_0&highlighted_blocks=721831701_332168849_3_0_0&matching_block_id=721831701_332168849_3_0_0&sr_pri_blocks=721831701_332168849_3_0_0__313500000&from=searchresults#hotelTmpl
Apartamentos en Hansa Reef BY TOP LOCATION,Apartamento Superior,3060000,"8,8",https://www.booking.com/hotel/co/hansa-reef-san-andres-san-andres.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=165&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592637&all_sr_blocks=696184004_334891771_3_0_0&highlighted_blocks=696184004_334891771_3_0_0&matching_block_id=696184004_334891771_3_0_0&sr_pri_blocks=696184004_334891771_3_0_0__306000000&from=searchresults#hotelTmpl
Aquamare Hotel,Habitación Doble,4455460,"8,7",https://www.booking.com/hotel/co/aquamare.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=166&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592637&all_sr_blocks=778370901_336199975_2_1_0&highlighted_blocks=778370901_336199975_2_1_0&matching_block_id=778370901_336199975_2_1_0&sr_pri_blocks=778370901_336199975_2_1_0__445545000&from=searchresults#hotelTmpl
Apartamento Vista Al Mar Hansa Coral,Apartamento de 1 dormitorio,3900000,"8,5",https://www.booking.com/hotel/co/hansa-coral-apartments.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=167&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592637&all_sr_blocks=687904001_287879156_6_0_0&highlighted_blocks=687904001_287879156_6_0_0&matching_block_id=687904001_287879156_6_0_0&sr_pri_blocks=687904001_287879156_6_0_0__390000000&from=searchresults#hotelTmpl
PENTHOUSE HANSA REEF,Apartamento Dúplex,5040000,10,https://www.booking.com/hotel/co/penthouse-hansa-reef.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=168&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592637&all_sr_blocks=802745301_341574414_2_0_0&highlighted_blocks=802745301_341574414_2_0_0&matching_block_id=802745301_341574414_2_0_0&sr_pri_blocks=802745301_341574414_2_0_0__504000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Blue Reef,Apartamento,1908000,"8,7",https://www.booking.com/hotel/co/hansa-coral-club-san-andres-islas.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=169&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592637&all_sr_blocks=240359101_335371385_2_0_0&highlighted_blocks=240359101_335371385_2_0_0&matching_block_id=240359101_335371385_2_0_0&sr_pri_blocks=240359101_335371385_2_0_0__190800000&from=searchresults#hotelTmpl
Apartamentos en Hansa Coral -BY TOP LOCATION-,Apartamento Estándar,2250000,"7,5",https://www.booking.com/hotel/co/apartamento-en-san-andres-2.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=170&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592637&all_sr_blocks=696023215_337882540_2_0_0&highlighted_blocks=696023215_337882540_2_0_0&matching_block_id=696023215_337882540_2_0_0&sr_pri_blocks=696023215_337882540_2_0_0__225000000&from=searchresults#hotelTmpl
Villa San Miguel,Estudio,1881000,"9,3",https://www.booking.com/hotel/co/villa-san-miguel.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=171&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592637&all_sr_blocks=42454402_335383417_3_0_0&highlighted_blocks=42454402_335383417_3_0_0&matching_block_id=42454402_335383417_3_0_0&sr_pri_blocks=42454402_335383417_3_0_0__188100000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
ZOJO MARiNA BAY,Habitación Doble Económica,1500000,"7,8",https://www.booking.com/hotel/co/zojo-apartamentos.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=172&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592637&all_sr_blocks=207069203_285729513_2_0_0&highlighted_blocks=207069203_285729513_2_0_0&matching_block_id=207069203_285729513_2_0_0&sr_pri_blocks=207069203_285729513_2_0_0__150000000&from=searchresults#hotelTmpl
"Hermoso apartamento 201, zona perfecta",Apartamento de 2 dormitorios,3306000,"9,0",https://www.booking.com/hotel/co/hermoso-apartamento-201-zona-perfecta.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=173&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592637&all_sr_blocks=795025201_351471146_4_0_0&highlighted_blocks=795025201_351471146_4_0_0&matching_block_id=795025201_351471146_4_0_0&sr_pri_blocks=795025201_351471146_4_0_0__330600000&from=searchresults#hotelTmpl
Hotel Koray,Habitación Doble,2847000,"7,6",https://www.booking.com/hotel/co/brisas-del-mar.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=174&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592637&all_sr_blocks=271715501_343838891_2_33_0&highlighted_blocks=271715501_343838891_2_33_0&matching_block_id=271715501_343838891_2_33_0&sr_pri_blocks=271715501_343838891_2_33_0__284700000&from=searchresults#hotelTmpl
Hotel Nauticus,Camarote Familiar,1680000,"7,1",https://www.booking.com/hotel/co/nauticus.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=175&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592637&all_sr_blocks=474202902_196479846_2_0_0&highlighted_blocks=474202902_196479846_2_0_0&matching_block_id=474202902_196479846_2_0_0&sr_pri_blocks=474202902_196479846_2_0_0__168000000&from=searchresults#hotelTmpl
Apartamentos Ksan,Apartamento de 2 dormitorios,1080000,"9,2",https://www.booking.com/hotel/co/apartamentos-ksan.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=176&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592640&all_sr_blocks=107958901_351463018_2_0_0&highlighted_blocks=107958901_351463018_2_0_0&matching_block_id=107958901_351463018_2_0_0&sr_pri_blocks=107958901_351463018_2_0_0__108000000&from=searchresults#hotelTmpl
Samawi Hotel,Habitación Triple Estándar ,4368000,"8,2",https://www.booking.com/hotel/co/samawi.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=177&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592640&all_sr_blocks=472368030_277348348_2_1_0&highlighted_blocks=472368030_277348348_2_1_0&matching_block_id=472368030_277348348_2_1_0&sr_pri_blocks=472368030_277348348_2_1_0__436800000&from=searchresults#hotelTmpl
Hospedaje Solymar-Edif. Bay Point apto 604,Apartamento de 2 dormitorios,4320000,"8,5",https://www.booking.com/hotel/co/inmobiliaria-sol-y-mar-islas-san-andra-c-s.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=178&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592640&all_sr_blocks=89224201_194661740_4_0_0&highlighted_blocks=89224201_194661740_4_0_0&matching_block_id=89224201_194661740_4_0_0&sr_pri_blocks=89224201_194661740_4_0_0__432000000&from=searchresults#hotelTmpl
Sunset Paradise,Habitación Doble con baño privado,1752000,"8,3",https://www.booking.com/hotel/co/la-casa-del-banquete-san-andras.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=179&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592640&all_sr_blocks=87783402_92879330_2_41_0&highlighted_blocks=87783402_92879330_2_41_0&matching_block_id=87783402_92879330_2_41_0&sr_pri_blocks=87783402_92879330_2_41_0__175200000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Apartamento con excelente ubicación BAYPOINT,Apartamento de 3 dormitorios,6900000,"9,0",https://www.booking.com/hotel/co/apartamento-con-excelente-ubicacion-baypoint.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=180&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592640&all_sr_blocks=741649401_331238018_9_0_0&highlighted_blocks=741649401_331238018_9_0_0&matching_block_id=741649401_331238018_9_0_0&sr_pri_blocks=741649401_331238018_9_0_0__690000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Espectacular Apartamento con Terraza a Metros de la Playa,Apartamento de 1 dormitorio,2460000,10,https://www.booking.com/hotel/co/exclusivo-apartamento-con-terraza-206-edificio-bay-point.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=181&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592640&all_sr_blocks=686878501_289799581_2_0_0&highlighted_blocks=686878501_289799581_2_0_0&matching_block_id=686878501_289799581_2_0_0&sr_pri_blocks=686878501_289799581_2_0_0__246000000&from=searchresults#hotelTmpl
Posada Bayley Boat,Habitación Doble,983580,"7,1",https://www.booking.com/hotel/co/posada-bayley-boat.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=182&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592640&all_sr_blocks=183152510_91628649_2_0_0&highlighted_blocks=183152510_91628649_2_0_0&matching_block_id=183152510_91628649_2_0_0&sr_pri_blocks=183152510_91628649_2_0_0__98358000&from=searchresults#hotelTmpl
Edificio Bay Point Apto 402 Punta Hansa,Apartamento con vistas al mar,3510000,"8,9",https://www.booking.com/hotel/co/apartamento-402-bay-point.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=183&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592640&all_sr_blocks=192721201_339307003_4_0_0&highlighted_blocks=192721201_339307003_4_0_0&matching_block_id=192721201_339307003_4_0_0&sr_pri_blocks=192721201_339307003_4_0_0__351000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Holiday Loft Suite Apartamento,Apartamento Estudio con vistas al mar ,1200000,"9,7",https://www.booking.com/hotel/co/holiday-loft-suite.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=184&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592640&all_sr_blocks=587670401_344789845_2_0_0&highlighted_blocks=587670401_344789845_2_0_0&matching_block_id=587670401_344789845_2_0_0&sr_pri_blocks=587670401_344789845_2_0_0__120000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Apartamentos luxe a pasos de la playa -TOP LOCATION-,Apartamento Deluxe,3780000,"9,7",https://www.booking.com/hotel/co/apartamentos-full-pasos-de-la-playa-mejor-ubicacion.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaDKIAQGYAQq4ARfIAQzYAQHoAQH4AQuIAgGoAgO4Asyvs40GwAIB0gIkZTRjOWZjOTEtZDhjYy00ZWY5LWJhMzQtMGFhNzBiNTY0M2Yw2AIG4AIB&sid=420dd3018f25fed92757eeb7bc5adc9e&aid=304142&ucfs=1&arphpl=1&checkin=2022-06-01&checkout=2022-06-07&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=185&sr_order=distance_from_search&srpvid=22756e90660702ab&srepoch=1651592640&all_sr_blocks=617280841_309032186_3_0_0&highlighted_blocks=617280841_309032186_3_0_0&matching_block_id=617280841_309032186_3_0_0&sr_pri_blocks=617280841_309032186_3_0_0__378000000&from=searchresults#hotelTmpl
